"Participant","Session","Scenario","ldg","app","alt","spd","time","oddball","oddball_RT","oddball_RT_log","oddball_percentage","oddball_percentage_log","TLX","TLX_raw","TLX_weighted","simu_global_perf","workload_global"
"P016",3,"IFR-low",0.0558354410723927,1.02029732568262,-1.20888807725116,-1.12507240796263,-0.271836907068257,1.68593901843088,1.28221586582588,0.248589726403277,66.1538461538462,4.19198303178602,1.21970306777125,75.8333333333333,86.6666475,-0.215490833560958,1.45282104310107
"P017",3,"IFR-low",0.46330138369599,-0.250579816300103,0.0566033468867607,0.642676191263548,-0.304041191488373,-1.29256471601075,0.614415189473688,-0.487084375003605,1.1111111111111,0.105360515657816,-0.919112738273122,45,54.3333165,0.207019333032671,-1.10583872714193
"P019",3,"IFR-low",-0.846598035760069,-0.586114871789711,-0.33299237207202,0.214431307263935,-0.0891198793887824,-1.26959974478397,0.618982676591026,-0.479677992810281,1.1363636363636,0.127833371509851,0.641644741813312,67.5,68.6666765,-0.457708586702014,-0.313977501485327
"P020",3,"IFR-low",0.812579107141988,1.57133959164071,0.568370367485629,1.63732328530482,0.518619059783688,-1.46250075958228,0.574885516479927,-0.553584359782216,0,0,0.00578058325957708,58.3333333333333,69.9999705,0.969379488489022,-0.728360088161351
"P021",3,"IFR-low",0.331089832733843,0.433950775927436,0.122050256510721,0.203417617950062,0.703099450950049,0.00246453289294779,0.768404060622383,-0.263439563585323,10.8433734939759,2.38355415552771,0.0635864158553755,59.1666666666667,71.3333005,0.351813648294277,0.0330254743741617
"P022",3,"IFR-low",-0.219361710269442,0.0610438954368923,-1.13833755822255,0.0313168479363007,-0.220681569808444,0.39204184109951,0.868630567178064,-0.14083736818348,16.1290322580645,2.78062089393704,0.294809746238549,62.5,70.00001,-0.277743441806447,0.343425793669029
"P023",3,"IFR-low",1.24733224028281,0.51227267861309,0.452881197396463,-0.611133289051752,0.108580762339817,0.89991715854947,0.891957073805271,-0.114337271096794,54.2168674698795,3.99299206796181,0.872868072196485,70.8333333333333,76.6666415,0.568323098507768,0.886392615372977
"P024",3,"IFR-low",1.16058900056456,1.07984806281939,0.485136176745772,0.831467176212962,0.4370207886124,-0.0908310344179746,0.691711070886142,-0.368586938174577,14.6341463414634,2.68335758851184,-1.49717106423106,36.6666666666667,35.6666665,0.889256430884403,-0.794001049324516
"P025",3,"IFR-low",-0.386457364528789,-2.80369481084927,-0.530537538816538,-0.531959031056675,-0.843185469997464,0.36953528491759,0.759938598029322,-0.274517641032297,30.4878048780488,3.41732676359204,1.04628556998387,73.3333333333333,77.6666195,-0.860989473419507,0.707910427450728
"P026",3,"IFR-low",-0.413529503331473,0.231070948504431,0.560530735869988,-0.32067805936818,0.310573642082437,0.845199372073989,0.981937561006932,-0.0182275561451833,28.4090909090909,3.34670919637809,0.0635864158553755,59.1666666666667,65.333316,-0.0481872112692877,0.454392893964682
"P027",3,"IFR-low",0.406723992045839,-0.121613060035804,1.21566061148979,0.0661770647150642,0.50535854035936,0.233871038137248,0.751862080436315,-0.285202375527921,22.4719101123596,3.11226608980994,0.00578058325957708,58.3333333333333,57.66667,0.412527070297597,0.119825810698413
"P028",3,"IFR-low",-0.485511569750502,0.486742160330004,0.635069652694164,-0.628385709695166,-0.218435295809237,0.876213701859474,1.0266081389737,0.0262602991992352,24.468085106383,3.19736961964724,-0.919112738273122,45,51.666651,-0.152956006772236,-0.0214495182068238
"P029",3,"IFR-low",0.353056987903229,0.357167079392363,0.859855718580133,1.87320880505209,-0.155387690208392,-1.48343693349413,0.552548603531867,-0.593213879265955,1.1627906976744,0.150822889734564,-1.26594773384789,40,44.333333,0.581449382083721,-1.37469233367101
"P030",3,"IFR-low",0.168584582528127,-0.00107341983411273,NA,1.13731859056252,-0.316626282605997,-1.30914910739692,0.537821255923266,-0.620229012084488,2.1276595744681,0.755022584278039,-1.95961772499741,30,35.3333275,NA,-1.63438341619717
"P031",3,"IFR-low",-1.13656672710215,-1.50951977057888,-0.805551798753018,-0.146282623015688,-1.69642385563355,-0.172595282350255,0.65785030919736,-0.418777867158452,15.2941176470588,2.72746828695931,1.85556722632498,85,89.66664,-1.07829339803803,0.841485971987364
"P001",3,"IFR-high",-1.81076991836096,-1.92120573136402,-1.1547975243741,-0.825119449441369,-1.40742325410396,0.0677239118303432,0.729631189124222,-0.315216092884295,52.8571428571429,3.96759285658296,1.20553118967674,90,89.99991,-1.5205898612369,0.63662755075354
"P002",3,"IFR-high",-0.0734569968046185,-0.518196243307859,NA,0.759136393160918,0.43662335935391,-2.38087745100218,0.611364027039244,-0.492062708287373,1.0416666666667,0.040821994520287,-0.538318958912256,70.8333333333333,77.9999715,NA,-1.45959820495722
"P003",3,"IFR-high",0.495614479144489,0.582402765708921,-0.464005633966197,-0.899991027058282,0.574526034702479,-0.829366034268421,0.652597666834594,-0.42679447001381,14.7727272727273,2.69278272897142,0.29569632954335,80,81.3333125,0.167185612565834,-0.266834852362535
"P004",3,"IFR-high",0.490300115972526,0.655890988775472,0.061391853155059,-0.887660868861655,0.324111912489602,-0.340214202218402,0.639508264161388,-0.447055735198595,39.3258426966292,3.67188187774536,0.144057186187783,78.3333333333333,81.999915,0.219180129222782,-0.0980785080153094
